id,year,term,r1,r2,r3,r4,r5,b1,b2,ball,date,real_date,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
11124,2011,124,8,25,12,20,14,8,6,1,20111022,2011-10-22,2011-08-08,2011-08-25,2011-08-12,2011-08-20,2011-08-14,2011-06-06,2011-06-23,2011-06-10,2011-06-18,2011-06-12
11125,2011,125,34,35,10,27,7,10,12,2,20111024,2011-10-24,2011-10-29,2011-10-30,2011-10-05,2011-10-22,2011-10-02,2011-12-31,2012-01-01,2011-12-07,2011-12-24,2011-12-04
11126,2011,126,7,29,33,17,30,10,12,1,20111026,2011-10-26,2011-10-02,2011-10-24,2011-10-28,2011-10-12,2011-10-25,2011-12-04,2011-12-26,2011-12-30,2011-12-14,2011-12-27
11127,2011,127,29,11,1,22,26,5,8,2,20111029,2011-10-29,2011-05-23,2011-05-05,2011-04-25,2011-05-16,2011-05-20,2011-08-29,2011-08-11,2011-08-01,2011-08-22,2011-08-26
11128,2011,128,6,11,4,3,13,1,2,1,20111031,2011-10-31,2011-01-01,2011-01-06,2010-12-30,2010-12-29,2011-01-08,2011-02-05,2011-02-10,2011-02-03,2011-02-02,2011-02-12
11129,2011,129,13,1,23,7,18,4,8,3,20111102,2011-11-02,2011-04-09,2011-03-28,2011-04-19,2011-04-03,2011-04-14,2011-08-13,2011-08-01,2011-08-23,2011-08-07,2011-08-18
11130,2011,130,9,8,23,13,35,11,12,2,20111105,2011-11-05,2011-11-08,2011-11-07,2011-11-22,2011-11-12,2011-12-04,2011-12-06,2011-12-05,2011-12-20,2011-12-10,2012-01-01
11131,2011,131,5,33,12,3,18,7,11,1,20111107,2011-11-07,2011-07-01,2011-07-29,2011-07-08,2011-06-29,2011-07-14,2011-11-04,2011-12-02,2011-11-11,2011-11-02,2011-11-17
11132,2011,132,33,16,12,14,19,9,2,2,20111109,2011-11-09,2011-09-30,2011-09-13,2011-09-09,2011-09-11,2011-09-16,2011-03-04,2011-02-15,2011-02-11,2011-02-13,2011-02-18
11133,2011,133,4,23,35,26,11,12,3,2,20111112,2011-11-12,2011-12-01,2011-12-20,2012-01-01,2011-12-23,2011-12-08,2011-03-03,2011-03-22,2011-04-03,2011-03-25,2011-03-10
11134,2011,134,12,14,17,10,1,10,9,2,20111114,2011-11-14,2011-10-07,2011-10-09,2011-10-12,2011-10-05,2011-09-26,2011-09-09,2011-09-11,2011-09-14,2011-09-07,2011-08-29
11135,2011,135,22,6,35,29,33,12,3,2,20111116,2011-11-16,2011-12-19,2011-12-03,2012-01-01,2011-12-26,2011-12-30,2011-03-21,2011-03-05,2011-04-03,2011-03-28,2011-04-01
11136,2011,136,33,11,19,9,8,3,12,2,20111119,2011-11-19,2011-04-01,2011-03-10,2011-03-18,2011-03-08,2011-03-07,2011-12-30,2011-12-08,2011-12-16,2011-12-06,2011-12-05
11137,2011,137,23,18,2,15,31,1,2,3,20111121,2011-11-21,2011-01-18,2011-01-13,2010-12-28,2011-01-10,2011-01-26,2011-02-22,2011-02-17,2011-02-01,2011-02-14,2011-03-02
11138,2011,138,17,32,26,30,23,6,12,1,20111123,2011-11-23,2011-06-15,2011-06-30,2011-06-24,2011-06-28,2011-06-21,2011-12-14,2011-12-29,2011-12-23,2011-12-27,2011-12-20
11139,2011,139,4,16,10,15,6,4,3,3,20111126,2011-11-26,2011-03-31,2011-04-12,2011-04-06,2011-04-11,2011-04-02,2011-03-03,2011-03-15,2011-03-09,2011-03-14,2011-03-05
11140,2011,140,33,12,32,1,34,11,9,1,20111128,2011-11-28,2011-12-02,2011-11-11,2011-12-01,2011-10-31,2011-12-03,2011-09-30,2011-09-09,2011-09-29,2011-08-29,2011-10-01
11141,2011,141,35,22,11,2,19,12,10,2,20111130,2011-11-30,2012-01-01,2011-12-19,2011-12-08,2011-11-29,2011-12-16,2011-10-30,2011-10-17,2011-10-06,2011-09-27,2011-10-14
11142,2011,142,30,26,33,4,34,4,6,2,20111203,2011-12-03,2011-04-26,2011-04-22,2011-04-29,2011-03-31,2011-04-30,2011-06-28,2011-06-24,2011-07-01,2011-06-02,2011-07-02
11143,2011,143,8,25,9,33,12,7,10,2,20111205,2011-12-05,2011-07-04,2011-07-21,2011-07-05,2011-07-29,2011-07-08,2011-10-03,2011-10-20,2011-10-04,2011-10-28,2011-10-07
11144,2011,144,28,18,7,33,24,3,2,2,20111207,2011-12-07,2011-03-27,2011-03-17,2011-03-06,2011-04-01,2011-03-23,2011-02-27,2011-02-17,2011-02-06,2011-03-04,2011-02-23
11145,2011,145,7,24,15,29,19,6,4,2,20111210,2011-12-10,2011-06-05,2011-06-22,2011-06-13,2011-06-27,2011-06-17,2011-04-03,2011-04-20,2011-04-11,2011-04-25,2011-04-15
11146,2011,146,19,29,13,34,9,2,11,2,20111212,2011-12-12,2011-02-18,2011-02-28,2011-02-12,2011-03-05,2011-02-08,2011-11-18,2011-11-28,2011-11-12,2011-12-03,2011-11-08
11147,2011,147,27,16,1,15,28,7,2,3,20111214,2011-12-14,2011-07-23,2011-07-12,2011-06-27,2011-07-11,2011-07-24,2011-02-26,2011-02-15,2011-01-31,2011-02-14,2011-02-27
11148,2011,148,11,10,26,7,31,3,4,1,20111217,2011-12-17,2011-03-10,2011-03-09,2011-03-25,2011-03-06,2011-03-30,2011-04-07,2011-04-06,2011-04-22,2011-04-03,2011-04-27
11149,2011,149,31,7,2,12,29,3,5,2,20111219,2011-12-19,2011-03-30,2011-03-06,2011-03-01,2011-03-11,2011-03-28,2011-05-25,2011-05-01,2011-04-26,2011-05-06,2011-05-23
11150,2011,150,33,34,13,30,22,12,6,3,20111221,2011-12-21,2011-12-30,2011-12-31,2011-12-10,2011-12-27,2011-12-19,2011-07-01,2011-07-02,2011-06-11,2011-06-28,2011-06-20
11151,2011,151,27,20,14,11,7,10,3,2,20111224,2011-12-24,2011-10-22,2011-10-15,2011-10-09,2011-10-06,2011-10-02,2011-03-26,2011-03-19,2011-03-13,2011-03-10,2011-03-06
11152,2011,152,21,6,1,4,35,2,11,3,20111226,2011-12-26,2011-02-20,2011-02-05,2011-01-31,2011-02-03,2011-03-06,2011-11-20,2011-11-05,2011-10-31,2011-11-03,2011-12-04
11153,2011,153,6,29,22,30,35,5,3,1,20111228,2011-12-28,2011-04-30,2011-05-23,2011-05-16,2011-05-24,2011-05-29,2011-03-05,2011-03-28,2011-03-21,2011-03-29,2011-04-03
11154,2011,154,16,28,12,4,20,11,8,3,20111231,2011-12-31,2011-11-15,2011-11-27,2011-11-11,2011-11-03,2011-11-19,2011-08-16,2011-08-28,2011-08-12,2011-08-04,2011-08-20
12001,2012,1,33,32,27,7,28,1,12,3,20120102,2012-01-02,2012-01-27,2012-01-26,2012-01-21,2012-01-01,2012-01-22,2012-12-28,2012-12-27,2012-12-22,2012-12-02,2012-12-23
12002,2012,2,3,11,14,29,26,8,7,3,20120104,2012-01-04,2012-08-01,2012-08-09,2012-08-12,2012-08-27,2012-08-24,2012-06-27,2012-07-05,2012-07-08,2012-07-23,2012-07-20
12003,2012,3,22,24,33,34,16,3,10,1,20120107,2012-01-07,2012-03-19,2012-03-21,2012-03-30,2012-03-31,2012-03-13,2012-10-22,2012-10-24,2012-11-02,2012-11-03,2012-10-16
12004,2012,4,10,32,31,11,22,7,6,3,20120109,2012-01-09,2012-07-04,2012-07-26,2012-07-25,2012-07-05,2012-07-16,2012-06-06,2012-06-28,2012-06-27,2012-06-07,2012-06-18
12005,2012,5,1,2,31,33,29,12,7,2,20120111,2012-01-11,2012-11-26,2012-11-27,2012-12-26,2012-12-28,2012-12-24,2012-06-25,2012-06-26,2012-07-25,2012-07-27,2012-07-23
12006,2012,6,27,20,25,3,22,1,9,2,20120114,2012-01-14,2012-01-21,2012-01-14,2012-01-19,2011-12-28,2012-01-16,2012-09-22,2012-09-15,2012-09-20,2012-08-29,2012-09-17
12007,2012,7,25,13,4,17,5,10,7,1,20120116,2012-01-16,2012-10-25,2012-10-13,2012-10-04,2012-10-17,2012-10-05,2012-07-19,2012-07-07,2012-06-28,2012-07-11,2012-06-29
12008,2012,8,31,6,8,32,30,11,1,3,20120118,2012-01-18,2012-11-28,2012-11-03,2012-11-05,2012-11-29,2012-11-27,2012-01-25,2011-12-31,2012-01-02,2012-01-26,2012-01-24
12009,2012,9,35,20,29,14,6,9,10,1,20120121,2012-01-21,2012-09-30,2012-09-15,2012-09-24,2012-09-09,2012-09-01,2012-11-04,2012-10-20,2012-10-29,2012-10-14,2012-10-06
12010,2012,10,32,29,26,25,34,7,5,2,20120130,2012-01-30,2012-07-26,2012-07-23,2012-07-20,2012-07-19,2012-07-28,2012-05-31,2012-05-28,2012-05-25,2012-05-24,2012-06-02
12011,2012,11,30,29,5,19,22,2,4,1,20120201,2012-02-01,2012-02-28,2012-02-27,2012-02-03,2012-02-17,2012-02-20,2012-04-24,2012-04-23,2012-03-30,2012-04-13,2012-04-16
12012,2012,12,30,35,6,18,22,2,7,3,20120204,2012-02-04,2012-02-28,2012-03-04,2012-02-04,2012-02-16,2012-02-20,2012-07-24,2012-07-29,2012-06-30,2012-07-12,2012-07-16
12013,2012,13,7,11,24,12,8,2,1,3,20120206,2012-02-06,2012-02-05,2012-02-09,2012-02-22,2012-02-10,2012-02-06,2012-01-01,2012-01-05,2012-01-18,2012-01-06,2012-01-02
12014,2012,14,24,14,10,32,30,12,1,3,20120208,2012-02-08,2012-12-19,2012-12-09,2012-12-05,2012-12-27,2012-12-25,2012-01-18,2012-01-08,2012-01-04,2012-01-26,2012-01-24
12015,2012,15,24,33,13,12,26,6,8,2,20120211,2012-02-11,2012-06-20,2012-06-29,2012-06-09,2012-06-08,2012-06-22,2012-08-22,2012-08-31,2012-08-11,2012-08-10,2012-08-24
12016,2012,16,29,20,5,31,14,8,12,2,20120213,2012-02-13,2012-08-27,2012-08-18,2012-08-03,2012-08-29,2012-08-12,2012-12-24,2012-12-15,2012-11-30,2012-12-26,2012-12-09
12017,2012,17,34,6,29,22,11,12,3,2,20120215,2012-02-15,2012-12-29,2012-12-01,2012-12-24,2012-12-17,2012-12-06,2012-03-31,2012-03-03,2012-03-26,2012-03-19,2012-03-08
12018,2012,18,3,31,10,29,14,8,4,3,20120218,2012-02-18,2012-08-01,2012-08-29,2012-08-08,2012-08-27,2012-08-12,2012-03-28,2012-04-25,2012-04-04,2012-04-23,2012-04-08
12019,2012,19,30,9,34,7,17,12,1,1,20120220,2012-02-20,2012-12-25,2012-12-04,2012-12-29,2012-12-02,2012-12-12,2012-01-24,2012-01-03,2012-01-28,2012-01-01,2012-01-11
12020,2012,20,12,14,29,34,27,6,3,1,20120222,2012-02-22,2012-06-08,2012-06-10,2012-06-25,2012-06-30,2012-06-23,2012-03-09,2012-03-11,2012-03-26,2012-03-31,2012-03-24
12021,2012,21,15,34,31,10,21,7,8,2,20120225,2012-02-25,2012-07-09,2012-07-28,2012-07-25,2012-07-04,2012-07-15,2012-08-13,2012-09-01,2012-08-29,2012-08-08,2012-08-19
12022,2012,22,35,12,20,33,7,1,10,1,20120227,2012-02-27,2012-01-29,2012-01-06,2012-01-14,2012-01-27,2012-01-01,2012-11-04,2012-10-12,2012-10-20,2012-11-02,2012-10-07
12023,2012,23,29,7,17,9,35,9,10,1,20120229,2012-02-29,2012-09-24,2012-09-02,2012-09-12,2012-09-04,2012-09-30,2012-10-29,2012-10-07,2012-10-17,2012-10-09,2012-11-04
12024,2012,24,3,17,21,30,11,3,7,1,20120303,2012-03-03,2012-02-29,2012-03-14,2012-03-18,2012-03-27,2012-03-08,2012-06-27,2012-07-11,2012-07-15,2012-07-24,2012-07-05
12025,2012,25,1,5,12,2,27,7,4,1,20120305,2012-03-05,2012-06-25,2012-06-29,2012-07-06,2012-06-26,2012-07-21,2012-03-26,2012-03-30,2012-04-06,2012-03-27,2012-04-21
12026,2012,26,29,22,23,11,10,9,2,2,20120307,2012-03-07,2012-09-24,2012-09-17,2012-09-18,2012-09-06,2012-09-05,2012-02-27,2012-02-20,2012-02-21,2012-02-09,2012-02-08
12027,2012,27,22,31,10,11,3,7,5,1,20120310,2012-03-10,2012-07-16,2012-07-25,2012-07-04,2012-07-05,2012-06-27,2012-05-21,2012-05-30,2012-05-09,2012-05-10,2012-05-02
12028,2012,28,12,10,15,33,34,3,10,2,20120312,2012-03-12,2012-03-09,2012-03-07,2012-03-12,2012-03-30,2012-03-31,2012-10-12,2012-10-10,2012-10-15,2012-11-02,2012-11-03
12029,2012,29,7,4,8,29,18,7,10,3,20120314,2012-03-14,2012-07-01,2012-06-28,2012-07-02,2012-07-23,2012-07-12,2012-10-07,2012-10-04,2012-10-08,2012-10-29,2012-10-18
12030,2012,30,26,22,3,21,32,1,3,1,20120317,2012-03-17,2012-01-20,2012-01-16,2011-12-28,2012-01-15,2012-01-26,2012-03-23,2012-03-19,2012-02-29,2012-03-18,2012-03-29
12031,2012,31,25,19,23,30,21,8,3,1,20120319,2012-03-19,2012-08-23,2012-08-17,2012-08-21,2012-08-28,2012-08-19,2012-03-22,2012-03-16,2012-03-20,2012-03-27,2012-03-18
12032,2012,32,7,26,16,34,8,7,11,1,20120321,2012-03-21,2012-07-01,2012-07-20,2012-07-10,2012-07-28,2012-07-02,2012-11-04,2012-11-23,2012-11-13,2012-12-01,2012-11-05
12033,2012,33,13,27,19,32,8,1,8,3,20120324,2012-03-24,2012-01-07,2012-01-21,2012-01-13,2012-01-26,2012-01-02,2012-08-11,2012-08-25,2012-08-17,2012-08-30,2012-08-06
12034,2012,34,1,16,29,15,8,8,9,1,20120326,2012-03-26,2012-07-30,2012-08-14,2012-08-27,2012-08-13,2012-08-06,2012-08-27,2012-09-11,2012-09-24,2012-09-10,2012-09-03
12035,2012,35,1,35,32,30,4,8,12,1,20120328,2012-03-28,2012-07-30,2012-09-02,2012-08-30,2012-08-28,2012-08-02,2012-11-26,2012-12-30,2012-12-27,2012-12-25,2012-11-29
12036,2012,36,9,30,1,31,20,12,8,1,20120331,2012-03-31,2012-12-04,2012-12-25,2012-11-26,2012-12-26,2012-12-15,2012-08-07,2012-08-28,2012-07-30,2012-08-29,2012-08-18
12037,2012,37,35,9,31,27,13,3,10,1,20120402,2012-04-02,2012-04-01,2012-03-06,2012-03-28,2012-03-24,2012-03-10,2012-11-04,2012-10-09,2012-10-31,2012-10-27,2012-10-13
12038,2012,38,31,23,11,25,35,3,1,2,20120404,2012-04-04,2012-03-28,2012-03-20,2012-03-08,2012-03-22,2012-04-01,2012-01-25,2012-01-17,2012-01-05,2012-01-19,2012-01-29
12039,2012,39,21,24,35,15,22,1,5,3,20120407,2012-04-07,2012-01-15,2012-01-18,2012-01-29,2012-01-09,2012-01-16,2012-05-20,2012-05-23,2012-06-03,2012-05-14,2012-05-21
12040,2012,40,2,13,23,28,29,5,1,1,20120409,2012-04-09,2012-05-01,2012-05-12,2012-05-22,2012-05-27,2012-05-28,2011-12-27,2012-01-07,2012-01-17,2012-01-22,2012-01-23
12041,2012,41,13,1,2,23,22,2,10,3,20120411,2012-04-11,2012-02-11,2012-01-30,2012-01-31,2012-02-21,2012-02-20,2012-10-13,2012-10-01,2012-10-02,2012-10-23,2012-10-22
12042,2012,42,27,7,24,28,35,12,7,1,20120414,2012-04-14,2012-12-22,2012-12-02,2012-12-19,2012-12-23,2012-12-30,2012-07-21,2012-07-01,2012-07-18,2012-07-22,2012-07-29
12043,2012,43,34,31,6,1,25,3,9,2,20120416,2012-04-16,2012-03-31,2012-03-28,2012-03-03,2012-02-27,2012-03-22,2012-09-29,2012-09-26,2012-09-01,2012-08-27,2012-09-20
12044,2012,44,32,14,3,4,35,1,2,3,20120418,2012-04-18,2012-01-26,2012-01-08,2011-12-28,2011-12-29,2012-01-29,2012-03-01,2012-02-12,2012-02-01,2012-02-02,2012-03-04
12045,2012,45,11,28,20,17,5,11,12,1,20120421,2012-04-21,2012-11-08,2012-11-25,2012-11-17,2012-11-14,2012-11-02,2012-12-06,2012-12-23,2012-12-15,2012-12-12,2012-11-30
12046,2012,46,8,4,19,27,23,11,4,3,20120423,2012-04-23,2012-11-05,2012-11-01,2012-11-16,2012-11-24,2012-11-20,2012-04-02,2012-03-29,2012-04-13,2012-04-21,2012-04-17
12047,2012,47,5,17,34,30,7,3,10,3,20120425,2012-04-25,2012-03-02,2012-03-14,2012-03-31,2012-03-27,2012-03-04,2012-10-05,2012-10-17,2012-11-03,2012-10-30,2012-10-07
12048,2012,48,9,35,6,30,26,5,6,2,20120428,2012-04-28,2012-05-08,2012-06-03,2012-05-05,2012-05-29,2012-05-25,2012-06-05,2012-07-01,2012-06-02,2012-06-26,2012-06-22
12049,2012,49,18,31,22,27,9,12,10,1,20120430,2012-04-30,2012-12-13,2012-12-26,2012-12-17,2012-12-22,2012-12-04,2012-10-18,2012-10-31,2012-10-22,2012-10-27,2012-10-09
12050,2012,50,29,13,17,22,28,1,10,2,20120502,2012-05-02,2012-01-23,2012-01-07,2012-01-11,2012-01-16,2012-01-22,2012-10-29,2012-10-13,2012-10-17,2012-10-22,2012-10-28
12051,2012,51,17,33,2,1,18,5,12,3,20120505,2012-05-05,2012-05-16,2012-06-01,2012-05-01,2012-04-30,2012-05-17,2012-12-12,2012-12-28,2012-11-27,2012-11-26,2012-12-13
12052,2012,52,26,20,10,33,31,12,10,2,20120507,2012-05-07,2012-12-21,2012-12-15,2012-12-05,2012-12-28,2012-12-26,2012-10-26,2012-10-20,2012-10-10,2012-11-02,2012-10-31
12053,2012,53,12,11,31,26,28,12,7,3,20120509,2012-05-09,2012-12-07,2012-12-06,2012-12-26,2012-12-21,2012-12-23,2012-07-06,2012-07-05,2012-07-25,2012-07-20,2012-07-22
12054,2012,54,30,27,18,16,1,11,10,1,20120512,2012-05-12,2012-11-27,2012-11-24,2012-11-15,2012-11-13,2012-10-29,2012-10-30,2012-10-27,2012-10-18,2012-10-16,2012-10-01
12055,2012,55,26,22,32,7,33,1,8,1,20120514,2012-05-14,2012-01-20,2012-01-16,2012-01-26,2012-01-01,2012-01-27,2012-08-24,2012-08-20,2012-08-30,2012-08-05,2012-08-31
12056,2012,56,23,26,21,34,11,9,7,3,20120516,2012-05-16,2012-09-18,2012-09-21,2012-09-16,2012-09-29,2012-09-06,2012-07-17,2012-07-20,2012-07-15,2012-07-28,2012-07-05
12057,2012,57,2,1,34,14,33,3,5,2,20120519,2012-05-19,2012-02-28,2012-02-27,2012-03-31,2012-03-11,2012-03-30,2012-05-01,2012-04-30,2012-06-02,2012-05-13,2012-06-01
12058,2012,58,13,21,31,29,35,4,12,3,20120521,2012-05-21,2012-04-07,2012-04-15,2012-04-25,2012-04-23,2012-04-29,2012-12-08,2012-12-16,2012-12-26,2012-12-24,2012-12-30
12059,2012,59,9,19,27,21,13,3,4,3,20120523,2012-05-23,2012-03-06,2012-03-16,2012-03-24,2012-03-18,2012-03-10,2012-04-03,2012-04-13,2012-04-21,2012-04-15,2012-04-07
12060,2012,60,21,16,2,24,30,6,10,1,20120526,2012-05-26,2012-06-17,2012-06-12,2012-05-29,2012-06-20,2012-06-26,2012-10-21,2012-10-16,2012-10-02,2012-10-24,2012-10-30
12061,2012,61,27,33,5,10,14,7,9,3,20120528,2012-05-28,2012-07-21,2012-07-27,2012-06-29,2012-07-04,2012-07-08,2012-09-22,2012-09-28,2012-08-31,2012-09-05,2012-09-09
12062,2012,62,32,35,21,33,34,9,8,1,20120530,2012-05-30,2012-09-27,2012-09-30,2012-09-16,2012-09-28,2012-09-29,2012-08-30,2012-09-02,2012-08-19,2012-08-31,2012-09-01
12063,2012,63,35,26,29,11,25,2,1,3,20120602,2012-06-02,2012-03-04,2012-02-24,2012-02-27,2012-02-09,2012-02-23,2012-01-29,2012-01-20,2012-01-23,2012-01-05,2012-01-19
12064,2012,64,30,9,12,15,13,9,10,3,20120604,2012-06-04,2012-09-25,2012-09-04,2012-09-07,2012-09-10,2012-09-08,2012-10-30,2012-10-09,2012-10-12,2012-10-15,2012-10-13
12065,2012,65,28,29,10,34,22,5,11,3,20120606,2012-06-06,2012-05-27,2012-05-28,2012-05-09,2012-06-02,2012-05-21,2012-11-25,2012-11-26,2012-11-07,2012-12-01,2012-11-19
12066,2012,66,25,20,33,29,1,6,4,2,20120609,2012-06-09,2012-06-21,2012-06-16,2012-06-29,2012-06-25,2012-05-28,2012-04-19,2012-04-14,2012-04-27,2012-04-23,2012-03-26
12067,2012,67,27,30,22,20,33,2,1,2,20120611,2012-06-11,2012-02-25,2012-02-28,2012-02-20,2012-02-18,2012-03-02,2012-01-21,2012-01-24,2012-01-16,2012-01-14,2012-01-27
12068,2012,68,35,31,21,1,32,6,3,1,20120613,2012-06-13,2012-07-01,2012-06-27,2012-06-17,2012-05-28,2012-06-28,2012-04-01,2012-03-28,2012-03-18,2012-02-27,2012-03-29
12069,2012,69,34,4,25,2,22,11,2,3,20120616,2012-06-16,2012-12-01,2012-11-01,2012-11-22,2012-10-30,2012-11-19,2012-03-03,2012-02-02,2012-02-23,2012-01-31,2012-02-20
12070,2012,70,32,34,22,9,23,8,6,3,20120618,2012-06-18,2012-08-30,2012-09-01,2012-08-20,2012-08-07,2012-08-21,2012-06-28,2012-06-30,2012-06-18,2012-06-05,2012-06-19
12071,2012,71,31,29,34,23,13,8,6,2,20120620,2012-06-20,2012-08-29,2012-08-27,2012-09-01,2012-08-21,2012-08-11,2012-06-27,2012-06-25,2012-06-30,2012-06-19,2012-06-09
12072,2012,72,8,4,25,22,17,4,10,3,20120623,2012-06-23,2012-04-02,2012-03-29,2012-04-19,2012-04-16,2012-04-11,2012-10-08,2012-10-04,2012-10-25,2012-10-22,2012-10-17
12073,2012,73,23,29,18,34,33,7,2,2,20120625,2012-06-25,2012-07-17,2012-07-23,2012-07-12,2012-07-28,2012-07-27,2012-02-21,2012-02-27,2012-02-16,2012-03-03,2012-03-02
12074,2012,74,22,32,23,10,30,1,7,1,20120627,2012-06-27,2012-01-16,2012-01-26,2012-01-17,2012-01-04,2012-01-24,2012-07-16,2012-07-26,2012-07-17,2012-07-04,2012-07-24
12075,2012,75,18,10,7,22,9,5,10,3,20120630,2012-06-30,2012-05-17,2012-05-09,2012-05-06,2012-05-21,2012-05-08,2012-10-18,2012-10-10,2012-10-07,2012-10-22,2012-10-09
12076,2012,76,2,22,24,14,16,5,2,3,20120702,2012-07-02,2012-05-01,2012-05-21,2012-05-23,2012-05-13,2012-05-15,2012-01-31,2012-02-20,2012-02-22,2012-02-12,2012-02-14
12077,2012,77,32,34,10,30,33,3,2,1,20120704,2012-07-04,2012-03-29,2012-03-31,2012-03-07,2012-03-27,2012-03-30,2012-03-01,2012-03-03,2012-02-08,2012-02-28,2012-03-02
12078,2012,78,1,25,23,2,35,12,5,2,20120707,2012-07-07,2012-11-26,2012-12-20,2012-12-18,2012-11-27,2012-12-30,2012-04-30,2012-05-24,2012-05-22,2012-05-01,2012-06-03
12079,2012,79,1,33,5,32,25,1,10,3,20120709,2012-07-09,2011-12-26,2012-01-27,2011-12-30,2012-01-26,2012-01-19,2012-10-01,2012-11-02,2012-10-05,2012-11-01,2012-10-25
12080,2012,80,28,12,25,14,11,2,5,2,20120711,2012-07-11,2012-02-26,2012-02-10,2012-02-23,2012-02-12,2012-02-09,2012-05-27,2012-05-11,2012-05-24,2012-05-13,2012-05-10
12081,2012,81,17,35,30,10,16,8,1,1,20120714,2012-07-14,2012-08-15,2012-09-02,2012-08-28,2012-08-08,2012-08-14,2012-01-11,2012-01-29,2012-01-24,2012-01-04,2012-01-10
12082,2012,82,2,9,15,4,10,8,10,3,20120716,2012-07-16,2012-07-31,2012-08-07,2012-08-13,2012-08-02,2012-08-08,2012-10-02,2012-10-09,2012-10-15,2012-10-04,2012-10-10
12083,2012,83,28,31,29,19,16,8,5,3,20120718,2012-07-18,2012-08-26,2012-08-29,2012-08-27,2012-08-17,2012-08-14,2012-05-27,2012-05-30,2012-05-28,2012-05-18,2012-05-15
12084,2012,84,29,27,21,24,31,1,2,2,20120721,2012-07-21,2012-01-23,2012-01-21,2012-01-15,2012-01-18,2012-01-25,2012-02-27,2012-02-25,2012-02-19,2012-02-22,2012-02-29
12085,2012,85,33,31,29,18,7,12,10,1,20120723,2012-07-23,2012-12-28,2012-12-26,2012-12-24,2012-12-13,2012-12-02,2012-11-02,2012-10-31,2012-10-29,2012-10-18,2012-10-07
12086,2012,86,32,20,25,29,3,5,10,3,20120725,2012-07-25,2012-05-31,2012-05-19,2012-05-24,2012-05-28,2012-05-02,2012-11-01,2012-10-20,2012-10-25,2012-10-29,2012-10-03
12087,2012,87,1,31,21,6,7,11,4,1,20120728,2012-07-28,2012-10-29,2012-11-28,2012-11-18,2012-11-03,2012-11-04,2012-03-26,2012-04-25,2012-04-15,2012-03-31,2012-04-01
12088,2012,88,17,30,13,35,24,2,10,2,20120730,2012-07-30,2012-02-15,2012-02-28,2012-02-11,2012-03-04,2012-02-22,2012-10-17,2012-10-30,2012-10-13,2012-11-04,2012-10-24
12089,2012,89,6,29,12,21,32,6,11,2,20120801,2012-08-01,2012-06-02,2012-06-25,2012-06-08,2012-06-17,2012-06-28,2012-11-03,2012-11-26,2012-11-09,2012-11-18,2012-11-29
12090,2012,90,2,21,29,33,27,10,2,2,20120804,2012-08-04,2012-10-02,2012-10-21,2012-10-29,2012-11-02,2012-10-27,2012-01-31,2012-02-19,2012-02-27,2012-03-02,2012-02-25
12091,2012,91,3,10,28,33,31,1,9,1,20120806,2012-08-06,2011-12-28,2012-01-04,2012-01-22,2012-01-27,2012-01-25,2012-08-29,2012-09-05,2012-09-23,2012-09-28,2012-09-26
12092,2012,92,31,8,9,23,25,12,2,1,20120808,2012-08-08,2012-12-26,2012-12-03,2012-12-04,2012-12-18,2012-12-20,2012-02-29,2012-02-06,2012-02-07,2012-02-21,2012-02-23
12093,2012,93,16,2,31,21,33,11,4,3,20120811,2012-08-11,2012-11-13,2012-10-30,2012-11-28,2012-11-18,2012-11-30,2012-04-10,2012-03-27,2012-04-25,2012-04-15,2012-04-27
12094,2012,94,14,35,32,23,2,10,1,3,20120813,2012-08-13,2012-10-14,2012-11-04,2012-11-01,2012-10-23,2012-10-02,2012-01-08,2012-01-29,2012-01-26,2012-01-17,2011-12-27
12095,2012,95,22,6,30,27,9,12,8,3,20120815,2012-08-15,2012-12-17,2012-12-01,2012-12-25,2012-12-22,2012-12-04,2012-08-20,2012-08-04,2012-08-28,2012-08-25,2012-08-07
12096,2012,96,5,24,10,19,35,8,9,1,20120818,2012-08-18,2012-08-03,2012-08-22,2012-08-08,2012-08-17,2012-09-02,2012-08-31,2012-09-19,2012-09-05,2012-09-14,2012-09-30
12097,2012,97,29,24,17,32,9,1,2,1,20120820,2012-08-20,2012-01-23,2012-01-18,2012-01-11,2012-01-26,2012-01-03,2012-02-27,2012-02-22,2012-02-15,2012-03-01,2012-02-07
12098,2012,98,28,29,30,11,2,12,6,1,20120822,2012-08-22,2012-12-23,2012-12-24,2012-12-25,2012-12-06,2012-11-27,2012-06-24,2012-06-25,2012-06-26,2012-06-07,2012-05-29
12099,2012,99,24,12,18,25,32,2,12,3,20120825,2012-08-25,2012-02-22,2012-02-10,2012-02-16,2012-02-23,2012-03-01,2012-12-19,2012-12-07,2012-12-13,2012-12-20,2012-12-27
12100,2012,100,27,7,19,13,9,3,1,1,20120827,2012-08-27,2012-03-24,2012-03-04,2012-03-16,2012-03-10,2012-03-06,2012-01-21,2012-01-01,2012-01-13,2012-01-07,2012-01-03
12101,2012,101,31,2,9,8,5,3,7,2,20120829,2012-08-29,2012-03-28,2012-02-28,2012-03-06,2012-03-05,2012-03-02,2012-07-25,2012-06-26,2012-07-03,2012-07-02,2012-06-29
